edge_id,mean_speed,max_occupancy,mean_occupancy,waiting_time,sample_count,congested
83715153#1,2.395,0.050,0.051,0.0,166,1
106734568#7,1.984,0.079,0.083,0.0,95,1
-106734569#2,2.906,0.074,0.037,7.0,331,1
106734530#12,2.071,0.103,0.111,0.0,46,1
83737087#0,2.750,0.055,0.050,0.0,33,1
-106934737#0,2.586,0.096,0.048,68.0,2762,1
83718179#1,2.801,24.951,131.127,3.0,28,1
83715145#1,2.728,0.051,0.055,0.0,37,1
-385158748#1,3.585,0.060,0.060,0.0,70,1
505633109#0,2.309,0.319,0.174,10.0,119,1
389989194#3,2.600,0.195,0.257,2.0,21,1
-107537246#4,2.647,0.106,0.112,0.0,791,1
-83715131#2,2.732,0.050,0.048,0.0,73,1
-1361549387,4.123,0.030,0.023,0.0,40,1
-361106713#2,2.704,0.063,0.066,1.0,30,1
106734701#1,2.728,0.084,0.095,0.0,44,1
-106734696#2,2.282,0.120,0.122,2.0,37,1
-106734637,3.934,0.038,0.035,1.0,33,1
-712927445#1,2.459,0.103,0.102,0.0,98,1
369013318#0,2.336,0.160,0.080,0.0,1326,1
106620214#2,3.199,0.046,0.047,1.0,68,1
711187489#0,3.029,0.113,0.102,4.0,74,1
-306611393,3.335,0.174,0.223,0.0,68,1
83715134#1,2.752,0.050,0.056,0.0,36,1
-106923052#5,1.896,0.248,0.049,0.0,4209,1
-985852876,4.114,0.043,0.046,0.0,28,1
106621768#7,2.069,0.156,0.156,0.0,76,1
107537268#0,2.153,0.083,0.094,0.0,56,1
390876404#9,1.811,0.060,0.061,0.0,46,1
-106931287#2,2.765,0.048,0.049,0.0,557,1
107553469#3,1.739,0.601,0.321,0.0,621,1
-1205352351#4,2.701,0.061,0.061,0.0,60,1
-106621768#12,1.704,0.058,0.057,0.0,51,1
106931287#9,2.280,0.058,0.056,0.0,114,1
106734699#1,2.123,0.122,0.125,0.0,39,1
505633109#1,3.199,0.518,0.452,0.0,38,1
106734530#1,1.749,0.144,0.144,0.0,20,1
107537282#0,2.684,0.057,0.053,1.0,65,1
-106734531#3,3.079,0.038,0.039,1.0,127,1
-106621767#2,3.016,0.053,0.056,1.0,94,1
-106734571#3,2.119,0.058,0.062,0.0,80,1
-505633109#1,2.140,0.342,0.380,8.0,56,1
107553469#4,1.755,0.493,0.387,0.0,448,1
-435387528#3,2.039,0.284,0.135,0.0,168,1
42980561#14,2.095,0.060,0.060,0.0,79,1
717017078#7,2.123,0.059,0.056,0.0,313,1
107537729#1,2.774,0.016,0.015,0.0,114,1
306611393,1.991,0.356,0.170,98.0,132,1
-712927445#0,2.669,0.143,0.106,0.0,27,1
106929068#0,2.796,0.057,0.055,0.0,31,1
464609492#1,1.791,0.120,0.138,0.0,67,1
-106734694#0,4.185,0.042,0.043,0.0,29,1
435352398#1,2.781,0.046,0.047,0.0,39,1
106734539#0,2.067,0.166,0.183,0.0,29,1
385158751,1.751,0.054,0.057,0.0,53,1
83737087#1,2.704,0.073,0.062,0.0,26,1
711187489#1,2.925,0.118,0.113,3.0,59,1
106618195#8,2.727,0.112,0.109,7.0,133,1
369013318#1,2.345,0.207,0.101,0.0,976,1
712927445#0,1.724,0.143,0.143,0.0,20,1
-505633109#0,2.628,0.177,0.161,8.0,88,1
107553469#6,1.745,0.264,0.052,0.0,4005,1
83715125#0,2.092,0.238,0.226,2.0,21,1
83715132#2,4.156,0.114,0.104,0.0,11,1
-107552045#2,2.816,0.062,0.057,3.0,87,1
-361106713#1,1.733,0.034,0.035,0.0,85,1
-435387528#2,2.056,0.285,0.139,0.0,171,1
-83715131#1,2.759,0.050,0.053,0.0,36,1
106734530#2,1.762,0.073,0.060,0.0,39,1
712927444#0,4.208,0.115,0.118,0.0,11,1
106734699#2,2.109,0.136,0.117,0.0,35,1
106734539#1,2.638,0.108,0.109,0.0,17,1
-1205352351#3,2.308,0.057,0.057,0.0,114,1
-587605999,4.378,0.000,0.000,0.0,3,0
1361036528,2.765,0.024,0.023,0.0,74,1
-106923050#2,2.561,0.060,0.054,2.0,66,1
106939534#0,3.303,0.087,0.074,0.0,35,1
-389987779,2.710,0.052,0.059,0.0,35,1
-361112802#3,2.669,0.132,0.127,6.0,102,1
83715134#2,2.913,0.209,0.209,0.0,8,1
83715125#1,2.755,0.113,0.142,0.0,16,1
-106734530#7,1.855,0.105,0.094,0.0,127,1
-106931287#1,2.756,0.051,0.051,0.0,529,1
-106734697#2,2.570,0.066,0.067,1.0,59,1
369013318#2,2.333,0.229,0.111,0.0,896,1
-435387528#1,2.098,0.235,0.121,0.0,201,1
-106734571#1,2.168,0.142,0.129,0.0,33,1
-385158744#2,2.813,0.200,0.222,2.0,18,1
42980561#15,2.146,0.060,0.062,0.0,77,1
107545504,2.881,0.168,0.197,2.0,42,1
106929068#1,2.710,0.064,0.066,0.0,29,1
390876404#10,1.822,0.057,0.052,0.0,49,1
-107552045#1,1.806,0.043,0.044,951.0,131,1
-106621767#1,2.713,0.037,0.036,1.0,50,1
106734574#6,2.824,0.104,0.083,2.0,35,1
106734539#2,2.822,0.101,0.113,0.0,18,1
1206970931#0,2.169,0.060,0.062,0.0,77,1
-17735530#3,2.147,0.050,0.054,0.0,93,1
-106621768#11,1.684,0.049,0.049,0.0,60,1
-107553471#4,2.227,0.375,0.661,0.0,17,1
1446819413#1,1.777,0.041,0.043,0.0,68,1
-361112802#2,2.672,0.140,0.163,6.0,83,1
-385158744#1,3.296,0.113,0.123,2.0,28,1
106734699#3,2.109,0.133,0.129,0.0,36,1
-106923052#4,1.876,0.301,0.060,0.0,3446,1
385158754#2,4.145,0.157,0.105,0.0,15,1
83718183,0.565,4.623,4.743,451.0,177,1
-106734531#2,2.772,0.019,0.019,0.0,185,1
83715142#1,4.168,0.151,0.151,0.0,8,1
-106734571#0,2.672,0.060,0.058,0.0,31,1
107537268#1,2.691,0.160,0.145,0.0,11,1
505633110,1.739,0.103,0.110,0.0,28,1
-106734530#2,2.035,0.072,0.072,0.0,103,1
1010345642#0,3.547,0.033,0.035,0.0,127,1
-106923050#3,2.244,0.046,0.044,36.0,49,1
-1205352351#2,2.344,0.058,0.059,0.0,110,1
-106734530#6,1.930,0.104,0.086,0.0,100,1
106734574#7,2.846,0.092,0.093,2.0,38,1
-106923050#1,2.532,0.058,0.051,1.0,34,1
106734539#3,2.793,0.000,0.000,0.0,4,0
-107553471#2,2.096,0.196,0.206,0.0,48,1
-365435376#7,2.245,0.200,0.150,0.0,43,1
-106734697#1,2.786,0.113,0.141,0.0,16,1
-361112802#1,2.648,0.141,0.126,7.0,97,1
-541798144,4.356,0.098,0.082,0.0,12,1
306611196#1,3.261,0.062,0.065,6.0,151,1
-306604006#7,2.297,0.336,0.082,675.0,1945,1
369011879#4,2.118,0.541,0.183,204.0,903,1
106609347#1,3.539,0.049,0.051,6.0,174,1
106734699#4,2.027,0.117,0.129,0.0,42,1
466751982#0,2.973,0.102,0.079,3.0,66,1
-106621546,2.561,0.043,0.046,1.0,46,1
83718179#7,2.683,24.257,578.231,0.0,17,1
106734628#4,3.996,0.157,0.157,0.0,9,1
711187489#7,2.304,0.115,0.121,1.0,19,1
-365434351,3.152,0.043,0.044,6.0,76,1
-83715150#0,1.953,0.023,0.023,3.0,329,1
393483684#2,2.943,0.120,0.055,7.0,204,1
385156774#0,2.539,0.062,0.057,2.0,65,1
-106621767#0,2.376,0.097,0.088,1.0,22,1
-107552029#1,2.613,0.037,0.036,1.0,52,1
1010345642#1,2.296,0.038,0.038,0.0,174,1
361119337#0,2.633,0.214,0.214,0.0,9,1
306611195#0,2.823,0.107,0.105,2.0,34,1
-106734569#0,2.943,0.027,0.027,0.0,317,1
306611196#2,3.316,0.062,0.061,5.0,148,1
306603560#4,2.132,0.110,0.104,0.0,42,1
-106734530#1,1.734,0.144,0.121,0.0,40,1
466751982#1,2.603,0.209,0.236,4.0,37,1
361106714#0,2.798,0.023,0.023,0.0,79,1
106734699#5,1.770,0.047,0.047,0.0,60,1
-55465884#0,2.681,0.118,0.129,4.0,64,1
361119337#1,2.759,0.277,0.277,0.0,6,1
-107537268#2,2.250,17.690,17.690,0.0,1,0
-106621768#10,1.752,0.049,0.048,0.0,116,1
-306600089#0,1.705,0.080,0.065,0.0,37,1
-107537268#1,1.741,0.160,0.177,0.0,18,1
390906228#0,3.319,0.062,0.055,4.0,100,1
385158747#2,2.724,0.138,0.106,0.0,13,1
-1361278849#3,2.756,0.022,0.023,0.0,84,1
106609347#2,3.532,0.050,0.051,6.0,170,1
106734699#6,1.776,0.120,0.108,0.0,47,1
107552036#0,1.773,0.030,0.029,0.0,94,1
106927886,2.807,0.065,0.055,0.0,55,1
306611195#1,3.066,0.079,0.058,2.0,41,1
-106734530#0,1.761,0.068,0.072,0.0,83,1
32703487#1,3.201,0.059,0.056,1.0,53,1
258418162#0,2.745,0.087,0.086,0.0,42,1
390906228#1,3.848,0.057,0.070,3.0,70,1
-711187489#6,2.858,0.104,0.050,6.0,238,1
390855006#0,2.098,0.056,0.056,0.0,295,1
1010345642#2,2.347,0.111,0.124,0.0,56,1
-106734538,1.960,0.042,0.042,171.0,60,1
106734699#7,1.789,0.124,0.148,0.0,66,1
106923052#8,1.754,0.052,0.049,0.0,54,1
502799827#0,2.322,0.391,0.186,0.0,526,1
361115015#1,2.155,0.034,0.033,0.0,136,1
-106621768#3,2.035,0.063,0.056,0.0,113,1
361115013#3,3.355,0.147,0.147,1.0,10,1
-74112602,2.735,0.063,0.067,4.0,116,1
365435609,1.709,0.061,0.062,0.0,49,1
107538686#0,3.319,0.077,0.079,6.0,119,1
83737082#0,2.511,0.057,0.060,1.0,35,1
361115013#4,3.328,0.127,0.106,1.0,12,1
1010345642#3,4.236,0.041,0.044,0.0,28,1
385158743,3.752,0.059,0.063,2.0,47,1
-519184107,1.785,0.127,0.115,0.0,44,1
106929064#0,2.062,0.138,0.047,0.0,366,1
83715131#1,1.729,0.050,0.048,0.0,115,1
365435614#0,2.745,0.055,0.050,0.0,33,1
-711187489#5,2.915,0.101,0.051,6.0,240,1
84718335#1,1.834,0.079,0.020,0.0,1103,1
107538686#1,3.507,0.085,0.073,2.0,83,1
385158754#0,2.733,0.057,0.062,4.0,131,1
-361115015#2,2.747,0.063,0.062,0.0,435,1
761315151,4.204,0.030,0.030,0.0,40,1
1010345640#4,2.640,0.000,0.000,0.0,2,0
83737082#1,2.732,0.057,0.054,0.0,32,1
-435383361#1,1.725,0.051,0.053,0.0,56,1
-106864179#0,2.781,0.041,0.037,0.0,44,1
83715131#2,2.082,0.099,0.050,0.0,1252,1
-107545522#2,2.768,0.039,0.044,0.0,45,1
107537728#0,2.315,0.090,0.095,0.0,71,1
106929064#1,2.080,0.143,0.072,0.0,235,1
365435614#1,2.784,0.040,0.044,0.0,45,1
107552036#1,1.719,0.047,0.049,0.0,61,1
-385158744#0,3.723,0.060,0.052,1.0,23,1
-314619549#14,1.994,0.045,0.044,0.0,166,1
717018702#2,2.650,0.045,0.043,1.0,42,1
-711187489#4,2.950,0.100,0.052,6.0,204,1
-361115015#1,2.729,0.034,0.035,0.0,797,1
-106931277#2,3.573,0.282,0.524,0.0,16,1
385158754#1,2.743,0.061,0.058,4.0,123,1
-1205960028#2,3.136,0.123,0.130,0.0,38,1
83715154#0,1.925,0.050,0.053,0.0,206,1
-106931277#1,3.860,0.060,0.054,2.0,44,1
106618423#0,1.812,0.057,0.051,0.0,48,1
464440158,2.858,0.119,0.059,0.0,413,1
306611196#0,2.711,0.191,0.100,5.0,118,1
-107537275#9,2.601,0.342,0.203,8.0,93,1
-435387528#0,2.011,0.304,0.143,0.0,130,1
-106622540#1,2.709,0.096,0.077,3.0,78,1
-1205960028#1,3.450,0.091,0.114,0.0,32,1
-106734534#1,2.637,0.133,0.137,2.0,29,1
-107537736,2.804,0.050,0.043,0.0,35,1
106618195#9,2.561,0.124,0.120,7.0,112,1
-106733613#3,3.000,0.133,0.063,5.0,127,1
-107537275#8,2.841,0.140,0.074,8.0,205,1
198118090,3.324,0.014,0.014,0.0,221,1
107545513#0,3.826,0.044,0.044,1.0,30,1
-427091882#0,4.099,0.016,0.017,0.0,38,1
365435614#2,2.748,0.054,0.063,0.0,34,1
717018702#3,2.549,0.058,0.051,1.0,34,1
-369011875#0,3.442,0.080,0.073,0.0,55,1
369012894,1.844,0.059,0.030,0.0,1281,1
-106734534#0,2.782,0.135,0.104,0.0,13,1
194998606,2.703,0.083,0.075,0.0,22,1
83715127#0,2.145,0.055,0.052,0.0,168,1
106618195#10,2.915,0.035,0.035,7.0,347,1
83715131#3,1.977,0.135,0.050,0.0,1263,1
83737099#0,1.974,0.213,0.178,1.0,12,1
-306611195#1,3.531,0.079,0.081,15.0,279,1
-106733613#2,2.902,0.129,0.061,6.0,137,1
-464436715,2.393,0.174,0.163,0.0,36,1
106618423#2,1.727,0.052,0.046,0.0,56,1
-314619549#12,1.743,0.052,0.046,0.0,112,1
83715154#1,1.928,0.051,0.053,0.0,204,1
-107537275#7,2.893,0.102,0.050,7.0,273,1
83737099#1,2.837,0.100,0.117,0.0,17,1
306603650#3,2.122,0.031,0.030,0.0,155,1
107545513#1,2.239,0.000,0.000,1.0,5,0
-107553471#0,2.117,0.124,0.110,0.0,76,1
-106927887#1,3.214,0.048,0.043,1.0,66,1
-106734628#1,2.330,0.124,0.138,1.0,18,1
-72341542,4.248,0.015,0.015,0.0,39,1
1205642269,2.574,0.045,0.042,1.0,43,1
-107545510#4,3.403,0.082,0.063,1.0,18,1
-106733613#1,3.164,0.066,0.063,3.0,73,1
-711187489#2,3.107,0.101,0.049,3.0,161,1
306611196#3,3.242,0.065,0.069,6.0,145,1
106618195#11,2.689,0.098,0.112,4.0,78,1
-258418195,3.323,0.023,0.022,0.0,129,1
83715127#3,2.166,0.051,0.053,0.0,178,1
-17735530#1,2.726,0.069,0.077,0.0,27,1
-106734628#0,2.832,0.052,0.061,0.0,34,1
-107538676#1,1.801,0.064,0.059,0.0,87,1
-306600088#0,3.476,0.052,0.050,8.0,167,1
106618195#12,2.831,0.066,0.063,2.0,108,1
-83737087#8,2.114,0.060,0.061,0.0,155,1
84718335#2,1.922,0.248,0.081,6.0,278,1
306611196#4,3.122,0.084,0.078,5.0,116,1
107538676#2,2.793,0.000,0.000,0.0,7,1
1205352351#2,2.027,0.116,0.058,0.0,128,1
-107537275#5,2.568,0.301,0.159,7.0,83,1
-314619549#9,1.971,0.234,0.127,0.0,129,1
711187488#0,2.101,0.133,0.125,0.0,36,1
106622541#1,2.603,0.098,0.098,0.0,1,0
106620519#0,2.183,0.164,0.187,1.0,14,1
106618431#0,2.632,0.052,0.044,1.0,37,1
-314619549#10,1.715,0.289,0.289,0.0,20,1
-83715148#1,1.739,0.051,0.049,0.0,114,1
-17735530#0,2.661,0.069,0.077,0.0,27,1
83715154#2,1.923,0.051,0.055,0.0,201,1
-107537275#4,3.073,0.059,0.029,7.0,389,1
-711187489#1,3.454,0.118,0.120,3.0,37,1
306603650#4,2.124,0.156,0.128,0.0,31,1
711187488#1,2.078,0.105,0.093,0.0,45,1
106618195#13,3.317,0.030,0.030,0.0,99,1
106620519#1,2.234,0.225,0.225,1.0,10,1
-434064741#0,4.204,0.495,0.495,0.0,1,0
-83737087#6,2.787,0.057,0.055,0.0,31,1
463462865#3,2.800,0.063,0.065,0.0,86,1
-711187489#0,3.257,0.113,0.081,3.0,42,1
84718335#3,1.920,0.295,0.147,0.0,161,1
-83715146#1,3.005,0.050,0.052,2.0,67,1
-107538676#0,1.723,0.118,0.121,0.0,48,1
-314619549#7,2.053,0.375,0.424,0.0,39,1
106734631#0,3.682,0.099,0.071,1.0,14,1
106620519#2,1.622,0.000,0.000,1.0,6,1
385158748#0,3.001,0.059,0.064,0.0,113,1
-1205352351#6,2.658,0.062,0.060,0.0,31,1
-314619549#6,1.920,0.273,0.141,0.0,97,1
106620519#3,2.393,0.193,0.176,1.0,11,1
106618431#1,2.899,0.087,0.087,0.0,20,1
-306600088#1,3.804,0.050,0.052,5.0,132,1
1205352351#3,1.976,0.114,0.054,0.0,131,1
106734631#1,4.273,0.101,0.092,0.0,11,1
258418601#0,2.716,0.106,0.106,6.0,108,1
-106609642#4,2.750,0.031,0.029,0.0,59,1
258418129#0,1.787,0.023,0.023,0.0,362,1
-106618420#3,4.529,0.000,0.000,0.0,3,0
463462865#4,2.634,0.408,0.528,0.0,14,1
-83737087#5,2.753,0.061,0.061,0.0,30,1
106620519#4,1.679,0.458,0.458,1.0,7,1
83737081#1,2.762,0.234,0.242,0.0,15,1
369011880#1,1.785,0.124,0.062,0.0,783,1
-106618420#2,4.195,0.102,0.085,0.0,12,1
464440159#0,3.740,0.032,0.032,38.0,127,1
-83715148#0,1.739,0.047,0.046,0.0,123,1
83715154#3,1.530,0.053,0.056,530.0,248,1
-314619549#5,1.791,0.301,0.336,0.0,36,1
106620519#5,2.756,0.063,0.065,0.0,29,1
385158748#1,2.693,0.060,0.061,39.0,155,1
-198117867,4.189,0.033,0.035,0.0,37,1
258418601#1,2.751,0.108,0.097,5.0,103,1
-314619550#1,4.111,0.043,0.045,1.0,29,1
-106618420#1,4.152,0.103,0.093,0.0,11,1
-107537275#3,3.145,0.188,0.162,1.0,78,1
107537273#0,2.874,0.051,0.044,3.0,103,1
-107537258#4,2.799,0.026,0.025,0.0,68,1
-361115013#4,2.747,0.127,0.127,2.0,30,1
306620331#4,2.778,0.175,0.173,0.0,71,1
-83737087#4,2.768,0.061,0.054,0.0,29,1
-107537735#3,1.990,1.147,1.042,0.0,11,1
361109139#0,1.820,0.044,0.044,0.0,60,1
1205352351#4,2.000,0.122,0.063,0.0,123,1
306620331#5,2.789,0.218,0.181,0.0,61,1
-306603955#2,2.773,0.094,0.106,4.0,79,1
-369010054#0,3.345,0.069,0.073,0.0,42,1
-361115013#3,2.591,0.147,0.161,2.0,40,1
-314619550#0,4.109,0.101,0.087,0.0,12,1
385158746#0,3.641,0.059,0.073,1.0,24,1
306620331#6,2.846,0.204,0.204,0.0,61,1
-361112802#0,3.054,0.057,0.054,4.0,116,1
464440159#1,3.710,0.040,0.039,3.0,200,1
-361115013#2,3.032,0.143,0.184,1.0,23,1
-361113042#3,2.738,0.034,0.038,0.0,53,1
-106622538#2,2.121,0.027,0.027,0.0,173,1
-107537280#3,2.132,0.053,0.048,0.0,88,1
83737073#0,2.585,0.110,0.104,3.0,53,1
-306603955#1,2.813,0.099,0.100,2.0,72,1
83715146#0,2.627,0.047,0.047,2.0,81,1
-361115013#1,4.401,0.000,0.000,0.0,6,1
385158746#1,3.674,0.059,0.065,1.0,24,1
-407752597,1.750,0.010,0.010,0.0,277,1
106934744,1.743,0.033,0.034,0.0,86,1
106934775,2.763,0.036,0.037,0.0,49,1
83737073#1,2.317,0.154,0.166,3.0,43,1
-306603955#0,2.687,0.070,0.077,0.0,54,1
464440159#2,3.775,0.055,0.061,3.0,73,1
-69422025#2,2.790,0.203,0.064,4.0,108,1
-107537258#2,2.727,0.038,0.039,0.0,49,1
106705207#0,4.025,0.016,0.016,1.0,79,1
-385158748#0,3.916,0.059,0.054,1.0,22,1
-83715132#3,3.164,0.122,0.137,3.0,53,1
107545508,1.648,0.123,0.154,0.0,24,1
194998631#0,2.724,0.075,0.090,0.0,24,1
83737073#3,2.246,0.142,0.119,1.0,16,1
83715127#1,2.292,0.114,0.100,0.0,57,1
711187488#4,1.719,0.051,0.053,0.0,114,1
-361113042#2,2.664,0.053,0.059,0.0,36,1
-106618577#1,1.749,0.075,0.069,0.0,76,1
519184101,2.682,0.082,0.075,0.0,22,1
258418129#1,1.778,0.077,0.084,0.0,109,1
-106734534#3,3.307,0.085,0.095,3.0,54,1
258418595#3,2.717,0.098,0.061,0.0,19,1
83715115#1,2.772,0.050,0.049,0.0,108,1
-69422025#1,2.707,0.186,0.063,4.0,120,1
-106864182,4.131,0.053,0.072,0.0,22,1
83715127#2,2.302,0.112,0.100,0.0,58,1
106864179#2,2.961,0.161,0.164,0.0,11,1
106934739#0,4.169,0.000,0.000,0.0,8,1
712927444#1,2.790,0.128,0.136,0.0,14,1
-106734534#2,3.579,0.093,0.069,3.0,46,1
-107537266,4.051,0.118,0.118,0.0,10,1
106734568#0,1.787,0.095,0.098,0.0,29,1
-1205352351#1,2.636,0.056,0.065,0.0,34,1
1010345640#5,2.301,10.215,10.215,0.0,1,0
-391091771#9,3.762,0.101,0.072,1.0,14,1
107545501#0,1.749,0.055,0.052,0.0,53,1
83737071#4,2.015,0.140,0.132,0.0,51,1
-258418175#6,2.743,0.026,0.026,0.0,281,1
106705255#0,1.716,0.035,0.034,0.0,84,1
83737087#5,2.289,0.061,0.058,0.0,105,1
-464578614,2.730,0.041,0.041,0.0,90,1
-69422025#0,3.186,0.130,0.066,1.0,49,1
83619622#0,2.709,0.048,0.042,0.0,38,1
194998630,2.714,0.058,0.054,0.0,32,1
711187488#5,1.753,0.050,0.054,0.0,112,1
106734568#1,1.807,0.110,0.127,0.0,25,1
306600357,2.788,0.050,0.051,0.0,36,1
-106923052#0,2.730,0.073,0.075,0.0,24,1
106934771#0,1.752,0.065,0.033,0.0,174,1
385156781#1,3.098,0.133,0.069,7.0,171,1
636433639#0,3.538,0.065,0.059,1.0,22,1
83715127#4,2.151,0.050,0.054,0.0,92,1
84718335#4,1.985,0.084,0.040,0.0,179,1
770424774,5.496,0.000,0.000,0.0,2,0
106734568#2,1.735,0.101,0.104,0.0,29,1
-258418496#1,4.140,0.054,0.049,0.0,22,1
106619942#2,1.806,0.067,0.063,0.0,41,1
83737087#6,2.203,0.057,0.052,0.0,79,1
636433639#2,3.756,0.053,0.041,1.0,26,1
83619622#1,2.718,0.028,0.025,0.0,67,1
1078669034,2.758,0.005,0.005,0.0,353,1
-74112601,2.638,0.058,0.065,1.0,33,1
385156781#2,3.025,0.061,0.065,4.0,110,1
-83737087#11,1.590,0.065,0.068,0.0,48,1
83715127#5,2.070,0.050,0.052,0.0,96,1
-83737087#3,1.839,0.062,0.063,0.0,43,1
-106620091#2,4.233,0.148,0.148,0.0,8,1
-258418175#5,1.769,0.120,0.103,0.0,93,1
711187488#6,1.736,0.050,0.050,0.0,114,1
435395521#1,3.338,0.020,0.021,0.0,147,1
-106620091#1,2.762,0.077,0.067,0.0,23,1
106934771#2,2.193,0.241,0.254,0.0,19,1
-358288500,2.797,0.051,0.044,0.0,35,1
106735206#0,3.003,0.115,0.108,3.0,46,1
385156781#3,3.159,0.062,0.049,1.0,51,1
258418601#3,2.473,0.105,0.100,1.0,20,1
-258418175#4,2.748,0.041,0.038,0.0,180,1
1205352353#0,2.918,0.065,0.059,2.0,81,1
83715127#6,2.111,0.050,0.046,0.0,95,1
106735206#1,2.944,0.144,0.120,2.0,36,1
106934771#1,1.740,0.107,0.122,0.0,53,1
258418594,2.753,0.038,0.039,0.0,48,1
83619622#3,2.703,0.079,0.066,0.0,24,1
258418597#1,1.723,0.057,0.057,0.0,50,1
-361113169,3.252,0.178,0.209,2.0,17,1
106735206#2,3.563,0.153,0.210,1.0,20,1
-106619942#2,1.780,0.067,0.064,0.0,42,1
1205352353#1,2.626,0.064,0.062,2.0,61,1
361113166#3,2.710,0.129,0.120,0.0,14,1
587605997,2.635,0.114,0.071,0.0,16,1
83619626#0,3.914,0.040,0.037,1.0,32,1
-106734534#4,3.831,0.059,0.052,2.0,45,1
106735206#3,4.092,0.052,0.043,0.0,24,1
83619622#4,2.689,0.076,0.078,0.0,24,1
83715127#7,2.736,0.050,0.041,0.0,37,1
106705255#1,2.858,0.064,0.048,0.0,27,1
106734695,4.188,0.029,0.028,0.0,41,1
-361114340#1,2.720,0.014,0.013,0.0,133,1
-258418599#0,2.837,0.049,0.040,0.0,36,1
-365435614#1,2.701,0.039,0.041,0.0,48,1
-389987796#1,2.742,0.051,0.053,0.0,36,1
106735159#0,2.694,0.128,0.160,0.0,14,1
83715147#2,3.964,0.050,0.060,1.0,25,1
-463462865#0,2.319,0.072,0.062,0.0,91,1
385156772#0,1.522,0.065,0.068,507.0,104,1
83619626#1,3.588,0.087,0.109,1.0,16,1
365435376#0,2.433,0.146,0.154,0.0,43,1
-106619942#1,1.794,0.055,0.052,0.0,50,1
106735159#1,2.615,0.145,0.187,0.0,13,1
83715140#1,3.107,0.113,0.103,1.0,15,1
1361549385#0,3.992,0.150,0.150,0.0,9,1
361114340#0,2.662,0.014,0.014,1.0,137,1
365435376#1,2.353,0.069,0.063,0.0,92,1
83619626#2,3.890,0.039,0.047,1.0,33,1
-711187488#1,2.709,0.105,0.120,0.0,35,1
464460459#3,4.338,0.107,0.097,0.0,11,1
-106927886,2.197,0.065,0.058,0.0,68,1
106735159#2,2.633,0.149,0.124,0.0,12,1
83715140#2,3.363,0.125,0.208,1.0,12,1
-1361549384,4.031,0.033,0.035,0.0,38,1
-711187488#0,2.726,0.133,0.197,0.0,27,1
106934771#3,1.727,0.069,0.066,0.0,42,1
365435376#2,2.690,0.196,0.206,0.0,19,1
107537270#2,1.638,0.085,0.095,0.0,35,1
83715140#3,4.102,0.000,0.000,0.0,3,0
-258418709#0,2.862,0.044,0.044,0.0,40,1
385156772#3,2.596,0.069,0.065,2.0,57,1
365435376#3,2.800,0.187,0.197,0.0,19,1
107537282#5,3.305,0.108,0.143,1.0,15,1
107538680,4.156,0.043,0.046,0.0,27,1
-1361550659,2.662,0.089,0.085,0.0,21,1
106735202#0,2.842,0.142,0.154,0.0,12,1
519184104#0,2.544,0.057,0.049,1.0,35,1
365435377,2.726,0.074,0.092,0.0,24,1
106934771#4,1.707,0.218,0.258,0.0,13,1
-83715147#4,3.710,0.050,0.048,1.0,28,1
-1361550658,4.124,0.031,0.033,0.0,38,1
-107538686#5,2.847,0.084,0.080,0.0,21,1
587605998,3.922,0.000,0.000,0.0,2,0
587605999,4.432,0.403,0.403,0.0,5,0
-107537737,1.760,0.010,0.010,0.0,274,1
365435378#2,3.955,0.086,0.086,1.0,30,1
519184104#1,2.746,0.054,0.047,0.0,34,1
-83715127#2,2.312,0.112,0.096,0.0,57,1
-106618427#6,1.743,0.065,0.059,0.0,44,1
83737087#4,2.731,0.061,0.061,0.0,60,1
107553476#0,2.319,0.176,0.135,1.0,13,1
390876404#11,1.855,0.060,0.058,0.0,44,1
379968387#0,2.881,0.059,0.060,3.0,89,1
-107537262,3.912,0.025,0.025,1.0,51,1
-361119337#2,1.749,0.202,0.144,0.0,14,1
-83715124#0,4.164,0.110,0.110,0.0,10,1
306604280#0,2.012,0.148,0.128,0.0,51,1
106931277#0,2.962,0.063,0.059,2.0,54,1
107537729#0,4.510,0.000,0.000,0.0,1,0
107553484,2.784,0.135,0.104,0.0,13,1
-106735201,1.795,0.037,0.037,0.0,75,1
379968387#3,3.061,0.061,0.056,2.0,54,1
-106618427#5,1.717,0.066,0.060,0.0,44,1
-107537249#4,2.998,0.103,0.094,3.0,66,1
106931277#1,3.112,0.060,0.057,2.0,54,1
-306611255,2.729,0.047,0.048,0.0,39,1
390876404#13,1.796,0.037,0.037,0.0,75,1
-258418175#3,1.724,0.097,0.086,0.0,90,1
-106734699#6,2.891,0.120,0.086,0.0,14,1
-107537249#3,2.419,0.106,0.106,2.0,40,1
106931277#2,2.059,0.334,0.402,2.0,15,1
106621768#11,1.658,0.049,0.048,0.0,61,1
379968387#5,2.620,0.058,0.068,39.0,67,1
107552029#0,3.054,0.055,0.055,2.0,60,1
106621767#0,3.442,0.097,0.118,1.0,15,1
306603560#2,2.110,0.161,0.079,0.0,117,1
-258418129#1,1.710,0.077,0.081,0.0,38,1
32703487#0,2.674,0.059,0.059,1.0,32,1
-107537249#2,2.269,0.115,0.103,1.0,20,1
-681140076#3,1.709,0.106,0.081,0.0,26,1
83737087#7,2.737,0.060,0.058,0.0,31,1
